publish_date,sentiment_polarity,Date,sentiment_subjectivity,Open,High,Low,Close,Volume
{'$date': '2016-04-20T00:00:00.000+0000'},0.1317736892736893,2016-04-20,0.4623941798941799,758.0,758.13,750.01,752.67,1525591.0
{'$date': '2016-02-12T00:00:00.000+0000'},0.1708989243080153,2016-02-12,0.5162645120031484,690.26,693.75,678.6,682.4,2129831.0
{'$date': '2016-03-17T00:00:00.000+0000'},0.01356902356902357,2016-03-17,0.3609553872053872,736.45,743.07,736.0,737.78,1856800.0
{'$date': '2016-05-12T23:42:16.000+0000'},0.15946969696969698,2016-05-12,0.5884018759018758,717.06,719.25,709.0,713.31,1360732.0
{'$date': '2016-06-17T09:15:00.000+0000'},0.1522950630193621,2016-06-17,0.4627828678763257,708.65,708.82,688.45,691.72,3402357.0
{'$date': '2016-04-27T00:00:00.000+0000'},0.1776802033944891,2016-04-27,0.5279639936782794,707.29,708.98,692.37,705.84,3086722.0
{'$date': '2016-06-24T05:55:00.000+0000'},0.1935858585858586,2016-06-24,0.5009848484848486,675.17,689.4,673.45,675.22,4449022.0
{'$date': '2016-05-20T00:00:00.000+0000'},0.05941451640464801,2016-05-20,0.4655426444900129,701.62,714.58,700.52,709.74,1816027.0
{'$date': '2016-05-20T00:00:00.000+0000'},0.2367931547619047,2016-05-20,0.3905505952380952,701.62,714.58,700.52,709.74,1816027.0
{'$date': '2016-06-29T00:00:00.000+0000'},0.1626666666666667,2016-06-29,0.595,683.0,687.43,681.41,684.11,1932561.0
{'$date': '2016-06-29T00:00:00.000+0000'},0.1055860930735931,2016-06-29,0.5265770562770562,683.0,687.43,681.41,684.11,1932561.0
{'$date': '2016-07-12T00:00:00.000+0000'},0.07229437229437229,2016-07-12,0.5456709956709958,719.12,722.94,715.91,720.64,1336921.0
{'$date': '2016-07-21T00:00:00.000+0000'},-0.02528232636928289,2016-07-21,0.4391727837380012,740.36,741.69,735.83,738.63,1026306.0
{'$date': '2016-06-08T00:00:00.000+0000'},0.2440927128427128,2016-06-08,0.5321608946608948,723.96,728.57,720.58,728.28,1583701.0
{'$date': '2017-01-10T15:59:00.900+0000'},0.1316590307840308,2017-01-10,0.48891546416546394,807.86,809.13,803.51,804.79,1176780.0
{'$date': '2017-01-10T00:00:00.000+0000'},0.2633333333333333,2017-01-10,0.5091666666666668,807.86,809.13,803.51,804.79,1176780.0
{'$date': '2017-01-10T00:00:00.000+0000'},0.1516326051209772,2017-01-10,0.4773843081982616,807.86,809.13,803.51,804.79,1176780.0
{'$date': '2017-01-10T00:00:00.000+0000'},0.1516326051209772,2017-01-10,0.4773843081982616,807.86,809.13,803.51,804.79,1176780.0
{'$date': '2017-02-06T00:00:00.000+0000'},0.06658249158249159,2017-02-06,0.4651515151515151,799.7,801.67,795.25,801.34,1184483.0
{'$date': '2017-02-06T00:00:00.000+0000'},0.07936524186524188,2017-02-06,0.4034456534456535,799.7,801.67,795.25,801.34,1184483.0
{'$date': '2017-02-06T00:00:00.000+0000'},0.07936524186524188,2017-02-06,0.4034456534456535,799.7,801.67,795.25,801.34,1184483.0
{'$date': '2016-06-16T00:00:00.000+0000'},0.1897727272727273,2016-06-16,0.3623376623376623,714.91,716.65,703.26,710.36,1982471.0
{'$date': '2017-01-19T00:00:00.000+0000'},0.1884380952380953,2017-01-19,0.5723333333333334,805.12,809.48,801.8,802.18,919325.0
{'$date': '2017-01-19T00:00:00.000+0000'},0.2272727272727273,2017-01-19,0.4005050505050505,805.12,809.48,801.8,802.18,919325.0
{'$date': '2017-01-19T00:00:00.000+0000'},0.1975308641975308,2017-01-19,0.6533950617283951,805.12,809.48,801.8,802.18,919325.0
{'$date': '2017-01-19T00:00:00.000+0000'},0.2272727272727273,2017-01-19,0.4005050505050505,805.12,809.48,801.8,802.18,919325.0
{'$date': '2017-01-19T00:00:00.000+0000'},0.1975308641975308,2017-01-19,0.6533950617283951,805.12,809.48,801.8,802.18,919325.0
{'$date': '2016-10-20T00:00:00.000+0000'},0.1006006493506493,2016-10-20,0.4900279581529579,803.3,803.97,796.03,796.97,1757528.0
{'$date': '2016-10-20T00:00:00.000+0000'},0.2396464646464646,2016-10-20,0.4671717171717172,803.3,803.97,796.03,796.97,1757528.0
{'$date': '2016-06-09T00:00:00.000+0000'},0.09498914429129153,2016-06-09,0.4094114457458014,722.87,729.54,722.34,728.58,988914.0
{'$date': '2016-06-09T00:00:00.000+0000'},0.06077907819014537,2016-06-09,0.3784864323204246,722.87,729.54,722.34,728.58,988914.0
{'$date': '2016-06-09T00:00:00.000+0000'},0.06077907819014537,2016-06-09,0.3784864323204246,722.87,729.54,722.34,728.58,988914.0
{'$date': '2016-11-21T00:00:00.000+0000'},0.09399561477483556,2016-11-21,0.4235691797380109,762.61,769.7,760.6,769.2,1330639.0
{'$date': '2016-11-21T00:00:00.000+0000'},0.11436775590001401,2016-11-21,0.507436112274822,762.61,769.7,760.6,769.2,1330639.0
{'$date': '2016-11-21T00:00:00.000+0000'},0.11436775590001401,2016-11-21,0.507436112274822,762.61,769.7,760.6,769.2,1330639.0
{'$date': '2016-10-14T07:00:00.000+0000'},0.061153515100883515,2016-10-14,0.3967797017797018,781.65,783.95,776.0,778.53,852487.0
{'$date': '2016-10-14T00:00:00.000+0000'},0.1462222222222222,2016-10-14,0.5576666666666665,781.65,783.95,776.0,778.53,852487.0
{'$date': '2016-10-14T00:00:00.000+0000'},0.1462222222222222,2016-10-14,0.5576666666666665,781.65,783.95,776.0,778.53,852487.0
{'$date': '2016-09-16T00:00:00.000+0000'},0.03522727272727275,2016-09-16,0.4011363636363638,769.75,769.75,764.66,768.88,2049338.0
{'$date': '2016-09-19T00:00:00.000+0000'},0.0495,2016-09-19,0.461,772.42,774.0,764.44,765.7,1172824.0
{'$date': '2016-09-19T00:00:00.000+0000'},0.2042266824085006,2016-09-19,0.4691145218417946,772.42,774.0,764.44,765.7,1172824.0
{'$date': '2016-09-19T00:00:00.000+0000'},0.2042266824085006,2016-09-19,0.4691145218417946,772.42,774.0,764.44,765.7,1172824.0
{'$date': '2016-12-05T00:00:00.000+0000'},0.0001322751322751411,2016-12-05,0.4268298059964727,757.71,763.9,752.9,762.52,1394223.0
{'$date': '2016-12-05T00:00:00.000+0000'},-0.08980716253443523,2016-12-05,0.4986225895316805,757.71,763.9,752.9,762.52,1394223.0
{'$date': '2016-12-05T00:00:00.000+0000'},-0.08980716253443523,2016-12-05,0.4986225895316805,757.71,763.9,752.9,762.52,1394223.0
{'$date': '2016-09-13T00:00:00.000+0000'},0.0188453500522466,2016-09-13,0.4905798990281747,764.48,766.22,755.8,759.69,1395046.0
{'$date': '2016-05-04T00:00:00.000+0000'},0.1883886800334169,2016-05-04,0.4102234753550543,690.49,699.75,689.01,695.7,1688569.0
{'$date': '2016-05-04T13:02:20.000+0000'},0.030798947887555488,2016-05-04,0.4768121119386942,690.49,699.75,689.01,695.7,1688569.0
{'$date': '2016-05-04T13:02:20.000+0000'},0.030798947887555488,2016-05-04,0.4768121119386942,690.49,699.75,689.01,695.7,1688569.0
{'$date': '2016-08-10T00:00:00.000+0000'},0.03424479166666667,2016-08-10,0.3339556277056277,783.75,786.81,782.78,784.68,786363.0
{'$date': '2016-11-17T00:00:00.000+0000'},0.0537704918032787,2016-11-17,0.5271783407848982,766.92,772.7,764.23,771.23,1286961.0
{'$date': '2017-01-20T00:00:00.000+0000'},0.16305361305361302,2017-01-20,0.5356060606060606,806.91,806.91,801.69,805.02,1670045.0
{'$date': '2017-01-20T00:00:00.000+0000'},0.2165906165906167,2017-01-20,0.4396220896220896,806.91,806.91,801.69,805.02,1670045.0
{'$date': '2017-01-20T00:00:00.000+0000'},0.1332178932178932,2017-01-20,0.3323665223665224,806.91,806.91,801.69,805.02,1670045.0
{'$date': '2017-01-20T00:00:00.000+0000'},0.2165906165906167,2017-01-20,0.4396220896220896,806.91,806.91,801.69,805.02,1670045.0
{'$date': '2017-01-20T00:00:00.000+0000'},0.1332178932178932,2017-01-20,0.3323665223665224,806.91,806.91,801.69,805.02,1670045.0
{'$date': '2016-10-11T00:00:00.000+0000'},0.2833333333333334,2016-10-11,0.4244444444444445,786.66,792.28,780.58,783.07,1372461.0
{'$date': '2016-09-01T00:00:00.000+0000'},0.1965759814897746,2016-09-01,0.4539591155970466,769.25,771.02,764.3,768.78,925131.0
{'$date': '2016-10-05T00:00:00.000+0000'},0.2039756329529057,2016-10-05,0.5438202370020551,779.31,782.07,775.65,776.47,1461151.0
{'$date': '2016-09-27T00:00:00.000+0000'},0.1576526130873957,2016-09-27,0.4466183574879227,775.5,785.99,774.31,783.01,1153247.0
{'$date': '2016-09-27T00:00:00.000+0000'},0.1056442806442806,2016-09-27,0.3909363909363909,775.5,785.99,774.31,783.01,1153247.0
{'$date': '2016-11-16T00:00:00.000+0000'},0.2004133597883598,2016-11-16,0.4711309523809525,755.2,766.36,750.51,764.48,1472594.0
{'$date': '2016-10-24T00:00:00.000+0000'},0.1880881180223286,2016-10-24,0.4276913875598087,804.9,815.18,804.82,813.11,1697514.0
{'$date': '2017-01-23T00:00:00.000+0000'},0.1488357073034492,2017-01-23,0.473819997207094,807.25,820.87,803.74,819.31,1963628.0
{'$date': '2016-11-02T00:00:00.000+0000'},0.1225044563279857,2016-11-02,0.451403743315508,778.2,781.65,763.45,768.7,1918414.0
{'$date': '2016-09-26T00:00:00.000+0000'},0.04871951219512194,2016-09-26,0.478780487804878,782.74,782.74,773.07,774.21,1533206.0
{'$date': '2016-09-26T19:43:15.000+0000'},0.1309069387052341,2016-09-26,0.4368874417880097,782.74,782.74,773.07,774.21,1533206.0
{'$date': '2016-09-26T19:43:15.000+0000'},0.1309069387052341,2016-09-26,0.4368874417880097,782.74,782.74,773.07,774.21,1533206.0
{'$date': '2016-12-21T00:00:00.000+0000'},0.2727272727272727,2016-12-21,0.5049242424242424,795.84,796.68,787.1,794.56,1211346.0
{'$date': '2016-12-19T00:00:00.000+0000'},0.0764968364968365,2016-12-19,0.3892161542161542,790.22,797.66,786.27,794.2,1232087.0
{'$date': '2016-12-19T00:00:00.000+0000'},0.1082345191040843,2016-12-19,0.4036561264822134,790.22,797.66,786.27,794.2,1232087.0
{'$date': '2016-12-19T00:00:00.000+0000'},0.1423160173160173,2016-12-19,0.4159740259740259,790.22,797.66,786.27,794.2,1232087.0
{'$date': '2016-12-19T00:00:00.000+0000'},0.1082345191040843,2016-12-19,0.4036561264822134,790.22,797.66,786.27,794.2,1232087.0
{'$date': '2016-12-19T00:00:00.000+0000'},0.1423160173160173,2016-12-19,0.4159740259740259,790.22,797.66,786.27,794.2,1232087.0
{'$date': '2016-10-07T00:00:00.000+0000'},0.07567920585161965,2016-10-07,0.4571839080459771,779.66,779.66,770.75,775.08,933158.0
{'$date': '2017-02-24T06:42:58.000+0000'},0.08177807486631015,2017-02-24,0.343412910618793,827.73,829.0,824.2,828.64,1392202.0
{'$date': '2017-02-24T00:00:00.000+0000'},0.05898617511520737,2017-02-24,0.5435739887352792,827.73,829.0,824.2,828.64,1392202.0
{'$date': '2017-02-24T00:00:00.000+0000'},0.04082167832167833,2017-02-24,0.4074397824397825,827.73,829.0,824.2,828.64,1392202.0
{'$date': '2017-02-24T00:00:00.000+0000'},0.05898617511520737,2017-02-24,0.5435739887352792,827.73,829.0,824.2,828.64,1392202.0
{'$date': '2017-02-24T00:00:00.000+0000'},0.04082167832167833,2017-02-24,0.4074397824397825,827.73,829.0,824.2,828.64,1392202.0
{'$date': '2016-11-01T00:00:00.000+0000'},0.2238888888888889,2016-11-01,0.5593223905723906,782.89,789.49,775.54,783.61,2406356.0
{'$date': '2016-10-18T14:51:02.000+0000'},0.2793703703703703,2016-10-18,0.5227777777777778,787.85,801.61,785.56,795.26,2056903.0
{'$date': '2016-10-18T16:21:00.000+0000'},0.25085434847339605,2016-10-18,0.521645594264642,787.85,801.61,785.56,795.26,2056903.0
{'$date': '2016-10-18T16:21:00.000+0000'},0.25085434847339605,2016-10-18,0.521645594264642,787.85,801.61,785.56,795.26,2056903.0
{'$date': '2016-10-18T00:00:00.000+0000'},0.1905610627552118,2016-10-18,0.5048207185840163,787.85,801.61,785.56,795.26,2056903.0
{'$date': '2016-10-18T00:00:00.000+0000'},0.1905610627552118,2016-10-18,0.5048207185840163,787.85,801.61,785.56,795.26,2056903.0
{'$date': '2016-05-18T00:00:00.000+0000'},0.2339053803339518,2016-05-18,0.5563852813852813,703.67,711.6,700.63,706.63,1763394.0
{'$date': '2017-01-04T00:00:00.000+0000'},0.05244904907826256,2017-01-04,0.4109234398560241,788.36,791.34,783.16,786.9,1072958.0
{'$date': '2017-01-04T00:00:00.000+0000'},0.0782417894605395,2017-01-04,0.4437931443556442,788.36,791.34,783.16,786.9,1072958.0
{'$date': '2017-01-04T00:00:00.000+0000'},0.0782417894605395,2017-01-04,0.4437931443556442,788.36,791.34,783.16,786.9,1072958.0
{'$date': '2016-10-26T00:00:00.000+0000'},0.1321535156762429,2016-10-26,0.4151422230967687,806.34,806.98,796.32,799.07,1647733.0
{'$date': '2016-10-28T00:00:00.000+0000'},0.04011904761904762,2016-10-28,0.5209761904761905,808.35,815.49,793.59,795.37,4269902.0
{'$date': '2016-10-28T00:00:00.000+0000'},0.1235310950536515,2016-10-28,0.5063858238670269,808.35,815.49,793.59,795.37,4269902.0
{'$date': '2016-10-28T00:00:00.000+0000'},0.04011904761904762,2016-10-28,0.5209761904761905,808.35,815.49,793.59,795.37,4269902.0
