publish_date,sentiment_polarity,Date,sentiment_subjectivity,Open,High,Low,Close,Volume
{'$date': '2017-02-09T14:09:54.000+0000'},0.0937405303030303,2017-02-09,0.4781628787878787,809.51,810.66,804.54,809.56,990391.0
{'$date': '2017-03-01T15:50:03.000+0000'},0.08821428571428573,2017-03-01,0.5026700680272109,828.85,836.26,827.26,835.24,1496540.0
{'$date': '2017-02-23T16:37:54.000+0000'},0.2288277511961722,2017-02-23,0.4820574162679425,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T17:28:55.000+0000'},0.2277777777777778,2017-02-23,0.5694444444444444,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T04:47:56.000+0000'},0.012239858906525571,2017-02-23,0.2446384479717813,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.0359039548022599,2017-02-23,0.2896610169491526,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T14:04:45.000+0000'},0.07394055106319257,2017-02-23,0.4631888289907157,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-03-10T15:21:37.000+0000'},0.1352693602693603,2017-03-10,0.4066077441077441,843.28,844.91,839.5,843.25,1704024.0
{'$date': '2017-02-17T10:05:13.000+0000'},0.024908675799086767,2017-02-17,0.2888522208385222,823.02,828.07,821.66,828.07,1611039.0
{'$date': '2017-02-15T15:26:17.000+0000'},0.03428571428571429,2017-02-15,0.2553968253968253,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T15:48:31.000+0000'},0.1168929267613478,2017-02-15,0.4508273889852837,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-03-22T00:00:00.000+0000'},0.0813227758635922,2017-03-22,0.3908313455252231,831.91,835.55,827.18,829.59,1401465.0
{'$date': '2017-02-22T16:17:36.000+0000'},0.25,2017-02-22,0.3,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-22T00:00:00.000+0000'},0.125,2017-02-22,0.2283333333333333,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-22T09:44:20.000+0000'},0.028171614100185517,2017-02-22,0.3421808905380335,828.66,833.25,828.64,830.76,987248.0
{'$date': '2017-02-10T12:36:04.000+0000'},0.1789177489177489,2017-02-10,0.4984956709956709,811.7,815.25,809.78,813.67,1134976.0
{'$date': '2017-02-10T15:39:13.000+0000'},0.1348469387755102,2017-02-10,0.4159467120181405,811.7,815.25,809.78,813.67,1134976.0
{'$date': '2017-03-17T00:00:00.000+0000'},-0.01675,2017-03-17,0.2869583333333334,851.61,853.4,847.11,852.12,1716471.0
{'$date': '2017-03-16T16:58:44.000+0000'},0.08466545709192767,2017-03-16,0.4305141753671165,849.03,850.85,846.13,848.78,977560.0
{'$date': '2017-02-24T14:15:00.000+0000'},0.1319033530571992,2017-02-24,0.5413214990138067,827.73,829.0,824.2,828.64,1392202.0
{'$date': '2017-02-24T15:55:10.000+0000'},0.3208333333333333,2017-02-24,0.5341666666666667,827.73,829.0,824.2,828.64,1392202.0
{'$date': '2016-12-07T00:00:00.000+0000'},-0.03998443077390445,2016-12-07,0.5201545530492899,761.0,771.36,755.8,771.19,1760966.0
{'$date': '2016-12-07T15:15:49.000+0000'},0.1319047619047619,2016-12-07,0.4815238095238095,761.0,771.36,755.8,771.19,1760966.0
{'$date': '2017-02-03T00:00:00.000+0000'},0.1089506172839506,2017-02-03,0.4791446208112874,802.99,806.0,800.37,801.49,1463448.0
{'$date': '2017-02-14T13:15:33.000+0000'},0.0677854938271605,2017-02-14,0.3904320987654322,819.0,823.0,816.0,820.45,1054732.0
{'$date': '2017-02-14T06:13:59.000+0000'},0.1773824148824149,2017-02-14,0.503147303147303,819.0,823.0,816.0,820.45,1054732.0
{'$date': '2017-03-03T00:00:00.000+0000'},0.02543070073557879,2017-03-03,0.3453155245838173,830.56,831.36,825.75,829.08,896378.0
{'$date': '2017-02-13T00:00:00.000+0000'},0.08616771159874609,2017-02-13,0.3768808777429468,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T18:00:14.000+0000'},0.1461564171122995,2017-02-13,0.4472370766488415,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T08:27:49.000+0000'},-0.007504278667069367,2017-02-13,0.3005376019329508,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T03:33:10.000+0000'},0.07104811556424462,2017-02-13,0.4330271998013933,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-01T13:04:55.000+0000'},0.06645877378435518,2017-02-01,0.4718780831571528,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T13:40:32.000+0000'},0.07461215932914045,2017-02-01,0.4134156933213537,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.09711538461538463,2017-02-01,0.3185897435897435,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-06T13:33:04.000+0000'},0.04770748964297351,2017-02-06,0.3072499185402411,799.7,801.67,795.25,801.34,1184483.0
{'$date': '2017-02-06T08:17:39.000+0000'},0.173570998537886,2017-02-06,0.4318536595854476,799.7,801.67,795.25,801.34,1184483.0
{'$date': '2016-12-28T13:03:16.000+0000'},0.13544536271809002,2016-12-28,0.3816517447199266,793.7,794.23,783.2,785.05,1153824.0
