publish_date,sentiment_subjectivity,sentiment_polarity,Date,Open,High,Low,Close,Volume
{'$date': '2017-01-27T00:00:00.000+0000'},0.2991345539706196,0.08294913419913423,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.3513341579055865,0.006393501339929911,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.3513341579055865,0.006393501339929911,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.3406713286713287,0.028716783216783212,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.3236779560308972,0.051004530600118836,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.3236779560308972,0.051004530600118836,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.348851187935695,0.05319213259354104,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T12:42:00.000+0000'},0.4629341029341028,0.1436976911976912,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T15:10:22.000+0000'},0.3963393993713142,0.09368102642038807,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T15:48:38.000+0000'},0.4089912280701755,0.1456140350877193,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.3514272133095662,0.049143196672608434,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T16:30:57.000+0000'},0.396891414141414,0.08183964646464646,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T17:10:53.000+0000'},0.3899521531100478,0.01391547049441786,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T17:34:14.000+0000'},0.4767340067340068,0.06177915518824609,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T06:05:00.000+0000'},0.5430625300625299,0.2780272246272247,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T07:00:00.000+0000'},0.4525006725854182,0.1564471592437694,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T07:27:26.000+0000'},0.3994824016563145,0.0513975155279503,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T10:42:40.000+0000'},0.3659116809116809,0.01096866096866097,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.24475732600732603,0.054464285714285715,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.4547912567230749,0.132583300537846,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.3993329521631408,0.1401038688774538,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T07:56:04.000+0000'},0.4111111111111111,-0.1083333333333333,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T12:13:35.000+0000'},0.4399124064341455,0.1011749482401656,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-01-27T00:00:00.000+0000'},0.5266403209585028,0.2376391621846167,2017-01-27,834.71,841.95,820.44,823.31,2965771.0
{'$date': '2017-02-08T00:00:00.000+0000'},0.4537691144834002,0.1454766628873772,2017-02-08,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-08T00:00:00.000+0000'},0.4537691144834002,0.1454766628873772,2017-02-08,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-08T00:00:00.000+0000'},0.5055521351076907,0.1932744107744108,2017-02-08,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-08T00:00:00.000+0000'},0.5055521351076907,0.1932744107744108,2017-02-08,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-08T15:23:00.000+0000'},0.4631462585034012,0.1634098639455782,2017-02-08,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-08T16:48:00.000+0000'},0.4754442075337597,0.1504530916844349,2017-02-08,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-08T08:38:03.000+0000'},0.4257575757575757,-0.1072727272727273,2017-02-08,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-08T10:28:00.000+0000'},0.4697039415016939,0.1694341894060995,2017-02-08,807.0,811.84,803.19,808.38,1155990.0
{'$date': '2017-02-15T20:28:23.000+0000'},0.4304442239858906,0.07884810405643736,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T20:28:23.000+0000'},0.4304442239858906,0.07884810405643736,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T00:00:00.000+0000'},0.3779761904761905,0.1267857142857143,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T15:49:57.000+0000'},0.4055070288134804,0.1356115300470139,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T16:38:01.000+0000'},0.3911525974025972,-0.109469696969697,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T16:48:31.000+0000'},0.4629248066748067,0.1374316578483245,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T17:46:22.000+0000'},0.4633631482896188,0.1107859052711994,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T10:21:59.000+0000'},0.3343125701459034,0.02184624017957352,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T11:38:02.000+0000'},0.4016899766899767,-0.1089160839160839,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T16:38:05.000+0000'},0.4189726533628973,-0.09277161862527714,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T15:26:17.000+0000'},0.2553968253968253,0.03428571428571429,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2017-02-15T15:48:31.000+0000'},0.4508273889852837,0.1168929267613478,2017-02-15,819.36,823.0,818.47,818.98,1313617.0
{'$date': '2016-11-22T00:00:00.000+0000'},0.5047040169133191,0.1318886539816773,2016-11-22,772.63,776.96,767.0,768.27,1593108.0
{'$date': '2016-11-22T00:00:00.000+0000'},0.5047040169133191,0.1318886539816773,2016-11-22,772.63,776.96,767.0,768.27,1593108.0
{'$date': '2017-01-24T00:00:00.000+0000'},0.4365646258503401,0.1754684601113173,2017-01-24,822.3,825.9,817.82,823.87,1474010.0
{'$date': '2017-01-24T00:00:00.000+0000'},0.4365646258503401,0.1754684601113173,2017-01-24,822.3,825.9,817.82,823.87,1474010.0
{'$date': '2017-01-24T17:00:29.000+0000'},0.4866637887705303,0.0674475493295718,2017-01-24,822.3,825.9,817.82,823.87,1474010.0
{'$date': '2017-01-24T07:05:29.000+0000'},0.3863894811656005,0.07579068941009239,2017-01-24,822.3,825.9,817.82,823.87,1474010.0
{'$date': '2017-01-24T07:06:56.000+0000'},0.4395436507936506,0.1097809829059829,2017-01-24,822.3,825.9,817.82,823.87,1474010.0
{'$date': '2017-01-24T07:14:55.000+0000'},0.4244417862838916,0.1273325358851674,2017-01-24,822.3,825.9,817.82,823.87,1474010.0
{'$date': '2017-01-24T09:12:00.000+0000'},0.4958234126984127,0.1849801587301587,2017-01-24,822.3,825.9,817.82,823.87,1474010.0
{'$date': '2017-01-24T15:34:59.000+0000'},0.3742424242424242,0.1481060606060606,2017-01-24,822.3,825.9,817.82,823.87,1474010.0
{'$date': '2017-01-24T09:05:00.000+0000'},0.5600448933782266,0.1941919191919192,2017-01-24,822.3,825.9,817.82,823.87,1474010.0
{'$date': '2016-11-04T00:00:00.000+0000'},0.4047483766233766,0.1291222170686456,2016-11-04,750.66,770.36,750.56,762.02,2134812.0
{'$date': '2016-11-04T00:00:00.000+0000'},0.4047483766233766,0.1291222170686456,2016-11-04,750.66,770.36,750.56,762.02,2134812.0
{'$date': '2017-02-21T00:00:00.000+0000'},0.5155050505050507,0.154040404040404,2017-02-21,828.66,833.45,828.35,831.66,1262337.0
{'$date': '2017-02-21T00:00:00.000+0000'},0.5155050505050507,0.154040404040404,2017-02-21,828.66,833.45,828.35,831.66,1262337.0
{'$date': '2017-02-21T01:00:00.000+0000'},0.2861111111111111,0.225,2017-02-21,828.66,833.45,828.35,831.66,1262337.0
{'$date': '2017-02-21T06:42:08.000+0000'},0.4447889314692594,0.1936451754074705,2017-02-21,828.66,833.45,828.35,831.66,1262337.0
{'$date': '2016-09-08T00:00:00.000+0000'},0.4420668953687822,0.1613105448011109,2016-09-08,778.59,780.35,773.58,775.32,1270264.0
{'$date': '2016-09-08T00:00:00.000+0000'},0.4420668953687822,0.1613105448011109,2016-09-08,778.59,780.35,773.58,775.32,1270264.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.3493261183261184,0.060487734487734486,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.3493261183261184,0.060487734487734486,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.4169886363636363,0.1450757575757576,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.3716652236652237,0.09603607503607504,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.4169886363636363,0.1450757575757576,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.3716652236652237,0.09603607503607504,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T12:30:07.000+0000'},0.491036660601878,0.05668355396616264,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T14:40:32.000+0000'},0.4211045832474404,0.09106172266886554,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T15:51:10.000+0000'},0.4467236467236467,0.1226284958427816,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T17:12:09.000+0000'},0.4885587301587301,0.1466095238095238,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T17:12:48.000+0000'},0.4086163522012577,0.1324356775300172,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T09:30:58.000+0000'},0.458154522853318,0.1389403501451695,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T09:38:03.000+0000'},0.4347774621212123,-0.09339488636363634,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T14:25:00.000+0000'},0.42882629107981196,0.1836485580147552,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T13:04:55.000+0000'},0.4718780831571528,0.06645877378435518,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T13:40:32.000+0000'},0.4134156933213537,0.07461215932914045,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-02-01T00:00:00.000+0000'},0.3185897435897435,0.09711538461538463,2017-02-01,799.68,801.19,791.19,795.7,2029744.0
{'$date': '2017-01-12T00:00:00.000+0000'},0.4675189393939393,0.07296401515151515,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T00:00:00.000+0000'},0.4675189393939393,0.07296401515151515,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T14:35:00.000+0000'},0.5505312306740876,0.2060797773654917,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T15:15:24.000+0000'},0.4601048218029348,0.149329140461216,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T16:40:36.000+0000'},0.5576591810966811,0.112916553932179,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T06:38:30.000+0000'},0.4475203252032521,0.1669105691056911,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T07:26:08.000+0000'},0.4129296208841662,0.04858487472123835,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T15:40:36.000+0000'},0.5301656676656676,0.1210529054279054,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T18:06:00.000+0000'},0.2977644087938205,0.00981134878193702,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T00:00:00.000+0000'},0.4118912337662339,0.1092171717171717,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T00:00:00.000+0000'},0.5233505093579719,0.1750325752191424,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T07:38:02.000+0000'},0.25509161381254397,-0.06120507399577167,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-01-12T07:18:34.000+0000'},0.4510592244634797,0.04706295477572073,2017-01-12,807.14,807.39,799.17,806.36,1353057.0
{'$date': '2017-02-13T00:00:00.000+0000'},0.340267119244392,0.1596910665092483,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T00:00:00.000+0000'},0.4258885147774036,0.1224961252739031,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T00:00:00.000+0000'},0.340267119244392,0.1596910665092483,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T00:00:00.000+0000'},0.4258885147774036,0.1224961252739031,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T11:30:13.000+0000'},0.4705083443126921,0.1646387006713094,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T07:00:14.000+0000'},0.4667173971861472,0.1620006425865801,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T01:00:00.000+0000'},0.3834435261707989,0.1111845730027548,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T11:11:00.000+0000'},0.5154810004810003,0.2130464165464165,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T00:00:00.000+0000'},0.3768808777429468,0.08616771159874609,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T18:00:14.000+0000'},0.4472370766488415,0.1461564171122995,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T08:27:49.000+0000'},0.3005376019329508,-0.007504278667069367,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2017-02-13T03:33:10.000+0000'},0.4330271998013933,0.07104811556424462,2017-02-13,816.0,820.96,815.49,819.24,1213324.0
{'$date': '2016-12-23T00:00:00.000+0000'},0.4886363636363636,0.1434659090909091,2016-12-23,790.9,792.74,787.28,789.91,623944.0
{'$date': '2016-12-23T00:00:00.000+0000'},0.4886363636363636,0.1434659090909091,2016-12-23,790.9,792.74,787.28,789.91,623944.0
{'$date': '2016-12-23T14:00:00.000+0000'},0.5152888007054672,0.1933614417989418,2016-12-23,790.9,792.74,787.28,789.91,623944.0
{'$date': '2016-12-23T15:26:00.000+0000'},0.5591151777515413,0.2503312344221435,2016-12-23,790.9,792.74,787.28,789.91,623944.0
{'$date': '2016-12-23T09:15:01.000+0000'},0.4333333333333335,-0.054838709677419384,2016-12-23,790.9,792.74,787.28,789.91,623944.0
{'$date': '2016-12-23T00:00:00.000+0000'},0.500077947845805,0.1304315476190476,2016-12-23,790.9,792.74,787.28,789.91,623944.0
{'$date': '2016-12-23T00:00:00.000+0000'},0.4693727598566307,0.1413261648745519,2016-12-23,790.9,792.74,787.28,789.91,623944.0
{'$date': '2016-12-23T00:00:00.000+0000'},0.4018382352941176,0.02242647058823529,2016-12-23,790.9,792.74,787.28,789.91,623944.0
{'$date': '2016-12-23T09:15:01.000+0000'},0.4333333333333335,-0.054838709677419384,2016-12-23,790.9,792.74,787.28,789.91,623944.0
{'$date': '2016-12-09T12:17:34.000+0000'},0.37486544986545006,0.08364045864045865,2016-12-09,780.0,789.43,779.02,789.29,1821914.0
{'$date': '2016-12-09T12:17:34.000+0000'},0.37486544986545006,0.08364045864045865,2016-12-09,780.0,789.43,779.02,789.29,1821914.0
{'$date': '2016-12-09T00:00:00.000+0000'},0.4877301587301587,0.1801717171717172,2016-12-09,780.0,789.43,779.02,789.29,1821914.0
{'$date': '2016-12-09T00:00:00.000+0000'},0.4336647727272726,0.06463068181818182,2016-12-09,780.0,789.43,779.02,789.29,1821914.0
{'$date': '2016-12-09T00:00:00.000+0000'},0.0,0.0,2016-12-09,780.0,789.43,779.02,789.29,1821914.0
{'$date': '2016-12-09T05:58:31.000+0000'},0.4824273989898989,0.09695391414141412,2016-12-09,780.0,789.43,779.02,789.29,1821914.0
{'$date': '2016-12-20T00:00:00.000+0000'},0.5179606625258798,0.00944616977225673,2016-12-20,796.76,798.65,793.27,796.42,951014.0
{'$date': '2016-12-20T00:00:00.000+0000'},0.5179606625258798,0.00944616977225673,2016-12-20,796.76,798.65,793.27,796.42,951014.0
{'$date': '2016-12-20T00:00:00.000+0000'},0.4788652482269505,0.1413862024500323,2016-12-20,796.76,798.65,793.27,796.42,951014.0
{'$date': '2016-12-20T04:04:34.000+0000'},0.46165521191294395,0.1646819818211571,2016-12-20,796.76,798.65,793.27,796.42,951014.0
{'$date': '2016-12-20T00:00:00.000+0000'},0.2354545454545454,0.1036363636363636,2016-12-20,796.76,798.65,793.27,796.42,951014.0
{'$date': '2016-11-10T14:00:00.000+0000'},0.5811779358207928,0.09307239057239056,2016-11-10,791.17,791.17,752.18,762.56,4745183.0
{'$date': '2016-11-10T14:00:00.000+0000'},0.5811779358207928,0.09307239057239056,2016-11-10,791.17,791.17,752.18,762.56,4745183.0
{'$date': '2016-11-10T00:00:00.000+0000'},0.4503690753690754,0.1695391414141414,2016-11-10,791.17,791.17,752.18,762.56,4745183.0
{'$date': '2016-11-10T00:00:00.000+0000'},0.4503690753690754,0.1695391414141414,2016-11-10,791.17,791.17,752.18,762.56,4745183.0
{'$date': '2017-01-25T00:00:00.000+0000'},0.5267551892551893,-0.1374007936507936,2017-01-25,829.62,835.77,825.06,835.67,1627304.0
{'$date': '2017-01-25T00:00:00.000+0000'},0.5267551892551893,-0.1374007936507936,2017-01-25,829.62,835.77,825.06,835.67,1627304.0
{'$date': '2017-01-25T16:20:17.000+0000'},0.5141996419218642,0.08878996312329647,2017-01-25,829.62,835.77,825.06,835.67,1627304.0
{'$date': '2017-01-25T00:00:00.000+0000'},0.4202968220410081,-0.008306486794858892,2017-01-25,829.62,835.77,825.06,835.67,1627304.0
{'$date': '2016-09-22T00:00:00.000+0000'},0.5181265782828284,0.1387626262626263,2016-09-22,780.0,789.85,778.44,787.21,1486223.0
{'$date': '2016-09-22T00:00:00.000+0000'},0.5181265782828284,0.1387626262626263,2016-09-22,780.0,789.85,778.44,787.21,1486223.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.3831224661581804,0.0713572802858517,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.3831224661581804,0.0713572802858517,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.5393333333333333,0.01049999999999999,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.48929324298889504,0.02362083568605309,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.5393333333333333,0.01049999999999999,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.48929324298889504,0.02362083568605309,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T17:07:47.000+0000'},0.4373520923520923,0.1684199134199134,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T17:37:54.000+0000'},0.4520202020202019,0.2189393939393939,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T17:48:06.000+0000'},0.4158318734405689,0.1534247757073844,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T06:53:32.000+0000'},0.3511093073593074,0.09061147186147188,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T07:12:14.000+0000'},0.4983674985145572,0.1358096193022664,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T11:14:00.000+0000'},0.4542887539415317,0.2049467893217894,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T13:09:55.000+0000'},0.4981729944229943,0.1333317245817246,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T01:00:00.000+0000'},0.2698412698412698,0.06547619047619048,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T14:00:02.000+0000'},0.3225757575757575,0.06303030303030302,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T14:23:00.000+0000'},0.5375492400817072,0.21622486460148801,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T15:04:45.000+0000'},0.4725914205344586,0.1205972473377536,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T15:53:01.000+0000'},0.3741387615652322,0.1317340421016892,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T16:37:54.000+0000'},0.4820574162679425,0.2288277511961722,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T17:28:55.000+0000'},0.5694444444444444,0.2277777777777778,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T04:47:56.000+0000'},0.2446384479717813,0.012239858906525571,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T00:00:00.000+0000'},0.2896610169491526,0.0359039548022599,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2017-02-23T14:04:45.000+0000'},0.4631888289907157,0.07394055106319257,2017-02-23,830.12,832.46,822.88,831.33,1472771.0
{'$date': '2016-12-14T00:00:00.000+0000'},0.4641071428571428,0.1025,2016-12-14,797.4,804.0,794.01,797.07,1704150.0
{'$date': '2016-12-14T00:00:00.000+0000'},0.4641071428571428,0.1025,2016-12-14,797.4,804.0,794.01,797.07,1704150.0
{'$date': '2016-12-14T00:00:00.000+0000'},0.4387536075036076,0.1642451298701299,2016-12-14,797.4,804.0,794.01,797.07,1704150.0
{'$date': '2016-12-14T23:52:53.000+0000'},0.5238051948051948,0.1392987012987013,2016-12-14,797.4,804.0,794.01,797.07,1704150.0
{'$date': '2016-12-14T02:48:12.000+0000'},0.3504761904761904,0.004320728291316519,2016-12-14,797.4,804.0,794.01,797.07,1704150.0
{'$date': '2016-12-14T07:59:42.000+0000'},0.4658761724386725,0.02677128427128427,2016-12-14,797.4,804.0,794.01,797.07,1704150.0
{'$date': '2016-12-14T00:00:00.000+0000'},0.5531802992329308,0.2226750588592694,2016-12-14,797.4,804.0,794.01,797.07,1704150.0
{'$date': '2016-12-14T04:00:13.000+0000'},0.4218904268246374,0.1388420862762968,2016-12-14,797.4,804.0,794.01,797.07,1704150.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.436883541295306,0.1432088744588744,2016-10-04,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.436883541295306,0.1432088744588744,2016-10-04,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.4215221947364804,0.0912606077784649,2016-10-04,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.4411136363636364,0.09186147186147184,2016-10-04,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.4971500721500722,0.2616003787878788,2016-10-04,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.4215221947364804,0.0912606077784649,2016-10-04,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.4411136363636364,0.09186147186147184,2016-10-04,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-10-04T00:00:00.000+0000'},0.4971500721500722,0.2616003787878788,2016-10-04,776.03,778.71,772.89,776.43,1201350.0
{'$date': '2016-12-07T00:00:00.000+0000'},0.5201545530492899,-0.03998443077390445,2016-12-07,761.0,771.36,755.8,771.19,1760966.0
{'$date': '2016-12-07T00:00:00.000+0000'},0.5201545530492899,-0.03998443077390445,2016-12-07,761.0,771.36,755.8,771.19,1760966.0
{'$date': '2016-12-07T00:00:00.000+0000'},0.5201545530492899,-0.03998443077390445,2016-12-07,761.0,771.36,755.8,771.19,1760966.0
{'$date': '2016-12-07T15:15:49.000+0000'},0.4815238095238095,0.1319047619047619,2016-12-07,761.0,771.36,755.8,771.19,1760966.0
{'$date': '2017-02-16T00:00:00.000+0000'},0.2529761904761905,-0.03771645021645022,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T00:00:00.000+0000'},0.2529761904761905,-0.03771645021645022,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T00:52:10.000+0000'},0.4707530454042081,0.1698615725359911,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T00:52:10.000+0000'},0.4707530454042081,0.1698615725359911,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T01:00:00.000+0000'},0.3449813928761298,0.08827219564061667,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T13:58:59.000+0000'},0.3343125701459034,0.02184624017957352,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T14:39:23.000+0000'},0.5288561076604554,0.09214113181504488,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T14:57:47.000+0000'},0.4328479437229437,0.05311620670995672,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T15:19:58.000+0000'},0.4751680943170304,0.1222667403518467,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T09:38:06.000+0000'},0.4273125996810209,-0.1003588516746411,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T01:00:00.000+0000'},0.5180555555555556,0.09305555555555556,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2017-02-16T01:00:00.000+0000'},0.5180555555555556,0.09305555555555556,2017-02-16,819.93,824.4,818.98,824.16,1287626.0
{'$date': '2016-11-30T00:00:00.000+0000'},0.4087121212121212,0.1446969696969697,2016-11-30,770.07,772.99,754.83,758.04,2392890.0
{'$date': '2016-11-30T00:00:00.000+0000'},0.4087121212121212,0.1446969696969697,2016-11-30,770.07,772.99,754.83,758.04,2392890.0
{'$date': '2016-09-21T04:01:00.000+0000'},0.5346136691591237,0.1464728453364817,2016-09-21,772.66,777.16,768.3,776.22,1167810.0
{'$date': '2016-09-21T04:01:00.000+0000'},0.5346136691591237,0.1464728453364817,2016-09-21,772.66,777.16,768.3,776.22,1167810.0
